,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,latitude,longitude,Zipcode
310,100106647,2/20/10,2/19/10,2200,1,Central,192,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0401 1501,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,231.0,,,,1400 S  GRAND                        AV,,"(34.0372, -118.2654)",34.0372,-118.2654,90015
311,100106648,2/20/10,2/19/10,2200,1,Central,152,624,BATTERY - SIMPLE ASSAULT,400,26,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 W  7TH                          ST,,"(34.0459, -118.2545)",34.0459,-118.2545,90014
312,100106652,2/20/10,2/18/10,2000,1,Central,155,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,44,F,B,111.0,BUS-CHARTER/PRIVATE,,,IC,Invest Cont,930.0,,,,5TH                          ST,LOS ANGELES                  ST,"(34.0454, -118.2466)",34.0454,-118.2466,90013
313,100106655,2/20/10,2/19/10,1800,1,Central,182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,12TH,HOPE,"(34.0408, -118.2644)",34.0408,-118.2644,90015
314,100106659,2/20/10,2/16/10,815,1,Central,181,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,24,M,W,741.0,STAPLES CENTER *,,,IC,Invest Cont,440.0,,,,1100 S  FIGUEROA                     ST,,"(34.0437, -118.2652)",34.0437,-118.2652,90015
315,100106660,2/20/10,2/20/10,1200,1,Central,165,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0400,46,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,600    MAPLE                        AV,,"(34.0439, -118.2479)",34.0439,-118.2479,90014
316,100106675,2/20/10,2/20/10,1100,1,Central,192,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1241 2000,49,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
317,100106676,2/20/10,2/19/10,2000,1,Central,161,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH                          ST,FRANCISCO                    ST,"(34.0487, -118.2627)",34.0487,-118.2627,90017
318,100106705,2/21/10,2/21/10,210,1,Central,152,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0344,27,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,,,,800    WILSHIRE                     BL,,"(34.0494, -118.2581)",34.0494,-118.2581,90071
319,100106722,2/21/10,2/21/10,1,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,55,M,B,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,FIGUEROA,PICO,"(34.0407, -118.268)",34.0407,-118.268,90015
320,100106742,2/18/10,2/18/10,900,1,Central,123,946,OTHER MISCELLANEOUS CRIME,432,49,M,B,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,946.0,,,,200 W  TEMPLE                       ST,,"(34.0549, -118.2426)",34.0549,-118.2426,90012
321,100106746,2/22/10,2/22/10,1205,1,Central,185,946,OTHER MISCELLANEOUS CRIME,,0,F,O,101.0,STREET,,,IC,Invest Cont,946.0,,,,100 E  PICO                         BL,,"(34.0364, -118.2603)",34.0364,-118.2603,90015
322,100106751,2/22/10,2/22/10,1330,1,Central,182,624,BATTERY - SIMPLE ASSAULT,0416 0917 1802,32,M,H,302.0,FACTORY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,300 W  9TH                          ST,,"(34.043, -118.2571)",34.043,-118.2571,90014
323,100106755,2/22/10,2/22/10,1030,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,43,M,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,6TH,FLOWER,"(34.0502, -118.2574)",34.0502,-118.2574,90071
324,100106757,2/22/10,2/22/10,1400,1,Central,155,624,BATTERY - SIMPLE ASSAULT,416,29,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
325,100106777,2/23/10,2/23/10,1220,1,Central,146,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4TH                          ST,LOS ANGELES                  ST,"(34.047, -118.2458)",34.047,-118.2458,90013
326,100106785,2/23/10,2/23/10,945,1,Central,142,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,37,F,A,203.0,OTHER BUSINESS,,,AO,Adult Other,956.0,,,,300 S  HOPE                         ST,,"(34.0537, -118.2523)",34.0537,-118.2523,90071
327,100106808,2/24/10,2/24/10,310,1,Central,138,210,ROBBERY,0344 0906,31,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,200    BOYD                         ST,,"(34.0478, -118.2454)",34.0478,-118.2454,90013
328,100106830,2/24/10,2/24/10,900,1,Central,111,624,BATTERY - SIMPLE ASSAULT,0400 0903,17,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CESAR E CHAVEZ,GRAND                        AV,"(34.0606, -118.2439)",34.0606,-118.2439,90012
329,100106861,2/24/10,2/24/10,1730,1,Central,176,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH,LOS ANGELES,"(34.0413, -118.2517)",34.0413,-118.2517,90014
330,100106864,2/24/10,2/22/10,2130,1,Central,162,624,BATTERY - SIMPLE ASSAULT,0416 1402 2000,45,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,999.0,,OLIVE,9TH                          ST,"(34.0437, -118.2582)",34.0437,-118.2582,90014
331,100106867,2/24/10,2/18/10,900,1,Central,164,310,BURGLARY,344,37,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,100 W  7TH                          ST,,"(34.0439, -118.2514)",34.0439,-118.2514,90014
332,100106871,2/24/10,2/24/10,1900,1,Central,155,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,36,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,500    MAPLE                        AV,,"(34.0454, -118.2466)",34.0454,-118.2466,90013
333,100106886,2/25/10,2/12/10,1,1,Central,155,946,OTHER MISCELLANEOUS CRIME,,0,M,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
334,100106897,2/25/10,2/25/10,1300,1,Central,121,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 N  FIGUEROA                     ST,,"(34.0584, -118.2513)",34.0584,-118.2513,90071
335,100106913,2/25/10,2/24/10,1930,1,Central,162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,B,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
336,100106962,2/26/10,2/26/10,1530,1,Central,185,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1300,29,M,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,341.0,,,,1100    SANTEE                       ST,,"(34.0378, -118.2561)",34.0378,-118.2561,90014
337,100106975,2/27/10,2/26/10,2200,1,Central,182,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,OLIVE,11TH,"(34.0409, -118.2609)",34.0409,-118.2609,90015
338,100106982,2/27/10,2/26/10,2300,1,Central,171,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,9TH,FRANCISCO,"(34.0469, -118.2644)",34.0469,-118.2644,90017
339,100106997,2/27/10,2/27/10,115,1,Central,163,624,BATTERY - SIMPLE ASSAULT,0400 0417 0429 0444,0,F,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH                          ST,SPRING                       ST,"(34.0449, -118.2528)",34.0449,-118.2528,90014
340,100106999,2/27/10,2/27/10,530,1,Central,147,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,58,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,341.0,,,,300 E  5TH                          ST,,"(34.0449, -118.2458)",34.0449,-118.2458,90013
341,100107002,2/27/10,2/27/10,1450,1,Central,176,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,700    WALL                         ST,,"(34.0419, -118.2485)",34.0419,-118.2485,90014
342,100107026,2/27/10,2/27/10,645,1,Central,153,624,BATTERY - SIMPLE ASSAULT,0416 2000,53,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)",34.0474,-118.2496,90014
343,100107028,2/28/10,2/28/10,1500,1,Central,195,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15TH                         ST,MAPLE                        AV,"(34.0326, -118.2589)",34.0326,-118.2589,90015
344,100107032,2/28/10,2/28/10,1720,1,Central,135,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,59,M,W,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,AA,Adult Arrest,740.0,998.0,,,MAIN                         ST,2ND                          ST,"(34.051, -118.2445)",34.051,-118.2445,90013
345,120125367,1/8/13,1/8/13,1400,1,Central,111,110,CRIMINAL HOMICIDE,1243 2000 1813 1814 2002 0416 0400,49,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,600 N  HILL                         ST,,"(34.0591, -118.2412)",34.0591,-118.2412,90012
346,100107038,3/1/10,3/1/10,1230,1,Central,156,815,SEXUAL PENETRATION W/FOREIGN OBJECT,400,27,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,,,,5TH                          ST,SAN PEDRO,"(34.0442, -118.2439)",34.0442,-118.2439,90013
347,100107053,3/1/10,3/1/10,845,1,Central,192,888,TRESPASSING,,0,M,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,888.0,,,,1600 S  OLIVE                        ST,,"(34.0352, -118.2654)",34.0352,-118.2654,90015
348,100107056,3/1/10,3/1/10,1045,1,Central,123,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",432,42,M,B,738.0,LIBRARY,511.0,VERBAL THREAT,IC,Invest Cont,956.0,,,,300 W  1ST                          ST,,"(34.0537, -118.2455)",34.0537,-118.2455,90071
349,100107058,3/1/10,2/26/10,1800,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,30,F,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341.0,,,,800    WILSHIRE                     BL,,"(34.0494, -118.2581)",34.0494,-118.2581,90071
350,100107059,3/1/10,1/24/10,1600,1,Central,132,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,41,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,800 W  1ST                          ST,,"(34.0571, -118.2509)",34.0571,-118.2509,90071
351,100107060,3/1/10,2/27/10,1400,1,Central,135,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,59,M,W,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,341.0,,,,300 S  MAIN                         ST,,"(34.0496, -118.2458)",34.0496,-118.2458,90013
352,100107065,3/1/10,2/10/10,1200,1,Central,124,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0917,52,F,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,440.0,,,,200 N  SPRING                       ST,,"(34.054, -118.2435)",34.054,-118.2435,90012
353,100107069,3/1/10,3/1/10,1400,1,Central,123,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,39,F,W,710.0,OTHER PREMISE,,,IC,Invest Cont,956.0,,,,300 W  TEMPLE                       ST,,"(34.0557, -118.2436)",34.0557,-118.2436,90012
354,100107087,2/26/10,2/26/10,1055,1,Central,154,946,OTHER MISCELLANEOUS CRIME,344,0,M,W,101.0,STREET,,,AO,Adult Other,946.0,,,,7TH                          ST,SPRING                       ST,"(34.0445, -118.2523)",34.0445,-118.2523,90014
355,100107091,3/2/10,3/2/10,930,1,Central,155,946,OTHER MISCELLANEOUS CRIME,,0,M,H,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
356,100107094,3/2/10,2/22/10,1545,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",701,60,M,H,603.0,CREDIT UNION,,,AO,Adult Other,341.0,,,,700 W  CESAR E CHAVEZ               AV,,"(34.0606, -118.2439)",34.0606,-118.2439,90012
357,100107095,3/2/10,2/27/10,2350,1,Central,152,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,WILSHIRE                     BL,GRAND                        AV,"(34.0487, -118.2571)",34.0487,-118.2571,90071
358,100107126,3/3/10,3/2/10,2000,1,Central,135,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 S  MAIN                         ST,,"(34.051, -118.2445)",34.051,-118.2445,90013
359,100107140,3/3/10,3/3/10,730,1,Central,146,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,200    WINSTON                      ST,,"(34.0467, -118.247)",34.0467,-118.247,90013
360,100107176,3/3/10,3/3/10,1800,1,Central,135,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3RD                          ST,MAIN                         ST,"(34.0489, -118.2453)",34.0489,-118.2453,90013
361,100107194,3/3/10,2/20/10,2200,1,Central,182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1251 1300,22,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,341.0,,,,1100 S  OLIVE                        ST,,"(34.0409, -118.2609)",34.0409,-118.2609,90015
362,100107202,3/4/10,3/4/10,30,1,Central,142,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)",34.0535,-118.256,90071
363,100107205,3/4/10,2/25/10,800,1,Central,129,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1501,0,M,O,701.0,HOSPITAL,,,IC,Invest Cont,331.0,,,,700 E  TEMPLE                       ST,,"(34.0502, -118.2336)",34.0502,-118.2336,90013
364,100107213,3/4/10,3/3/10,1430,1,Central,163,310,BURGLARY,344,58,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,700 S  BROADWAY,,"(34.0452, -118.2534)",34.0452,-118.2534,90014
365,100107231,3/4/10,2/26/10,1100,1,Central,176,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,54,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,9TH,SAN JULIAN,"(34.0373, -118.2503)",34.0373,-118.2503,90014
366,100107238,3/4/10,3/4/10,1515,1,Central,152,623,BATTERY POLICE (SIMPLE),0400 1212,0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,5TH,HILL,"(34.0489, -118.2519)",34.0489,-118.2519,90071
367,100107242,3/4/10,3/4/10,1145,1,Central,192,330,BURGLARY FROM VEHICLE,0344 0601 1302,37,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,HILL,WASHINGTON,"(34.032, -118.2657)",34.032,-118.2657,90015
368,100107250,3/5/10,3/4/10,1000,1,Central,185,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1200    SANTEE                       ST,,"(34.0363, -118.2573)",34.0363,-118.2573,90015
369,100107259,3/4/10,3/3/10,1817,1,Central,162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1501,0,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,745.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
370,100107273,3/5/10,2/8/10,2000,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,35,M,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,12TH,GRAND,"(34.0402, -118.2633)",34.0402,-118.2633,90015
371,100107274,3/5/10,3/4/10,300,1,Central,162,354,THEFT OF IDENTITY,377,35,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,600 W  9TH                          ST,,"(34.0451, -118.2604)",34.0451,-118.2604,90015
372,100107276,3/5/10,3/4/10,2230,1,Central,143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,36,F,W,108.0,PARKING LOT,,,IC,Invest Cont,341.0,,,,200 W  4TH                          ST,,"(34.0488, -118.2483)",34.0488,-118.2483,90013
373,100107358,3/7/10,3/6/10,1800,1,Central,152,480,BIKE - STOLEN,344,40,M,H,738.0,LIBRARY,,,IC,Invest Cont,480.0,,,,600 W  5TH                          ST,,"(34.0502, -118.254)",34.0502,-118.254,90071
374,100107372,3/7/10,3/7/10,1750,1,Central,144,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0344 0352,0,M,O,203.0,OTHER BUSINESS,,,AO,Adult Other,341.0,,,,MAIN,5TH,"(34.0467, -118.2485)",34.0467,-118.2485,90014
375,100107388,3/7/10,3/7/10,2300,1,Central,124,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,38,M,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,1ST                          ST,LOS ANGELES                  ST,"(34.0515, -118.2424)",34.0515,-118.2424,90013
376,100107397,3/8/10,3/6/10,1015,1,Central,159,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ALAMEDA,5TH,"(34.0414, -118.2382)",34.0414,-118.2382,90013
377,100107398,3/8/10,3/6/10,1015,1,Central,159,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ALAMEDA,5TH,"(34.0414, -118.2382)",34.0414,-118.2382,90013
378,100107401,3/10/10,3/7/10,1700,1,Central,153,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)",34.0474,-118.2496,90014
379,100107405,3/8/10,3/5/10,1500,1,Central,132,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,58,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,200 S  OLIVE                        ST,,"(34.0538, -118.2488)",34.0538,-118.2488,90071
380,100107407,3/8/10,3/4/10,1530,1,Central,138,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 1402,60,M,O,103.0,ALLEY,,,IC,Invest Cont,341.0,998.0,,,300 S  LOS ANGELES                  ST,,"(34.0485, -118.2447)",34.0485,-118.2447,90013
381,100107419,3/8/10,3/8/10,1525,1,Central,162,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344 0352,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
382,100107433,3/8/10,3/8/10,1855,1,Central,138,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344,0,M,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,300 S  ALAMEDA                      ST,,"(34.0455, -118.2381)",34.0455,-118.2381,90013
383,100107447,3/8/10,3/8/10,1620,1,Central,142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,17,M,O,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,4TH                          ST,HOPE                         ST,"(34.0523, -118.2536)",34.0523,-118.2536,90071
384,100107458,3/9/10,3/4/10,900,1,Central,139,649,DOCUMENT FORGERY / STOLEN FELONY,344,61,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,900 E  3RD                          ST,,"(34.0459, -118.2351)",34.0459,-118.2351,90013
385,100107460,3/9/10,2/8/10,1500,1,Central,185,649,DOCUMENT FORGERY / STOLEN FELONY,0344 0601,34,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,1100 S  MAIN                         ST,,"(34.0391, -118.2581)",34.0391,-118.2581,90015
386,100107463,3/9/10,3/9/10,1325,1,Central,157,946,OTHER MISCELLANEOUS CRIME,0914 1402,0,M,W,101.0,STREET,,,AA,Adult Arrest,946.0,998.0,,,6TH,SAN PEDRO,"(34.0417, -118.2443)",34.0417,-118.2443,90013
387,100107470,3/9/10,3/9/10,830,1,Central,159,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500    MATEO                        ST,,"(34.0415, -118.2332)",34.0415,-118.2332,90013
388,100107475,3/9/10,3/9/10,1630,1,Central,111,210,ROBBERY,0337 0344 0400 0416 0411 1402,51,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,210.0,998.0,,,600 N  HILL                         PL,,"(34.0599, -118.2426)",34.0599,-118.2426,90012
389,100107479,3/9/10,2/24/10,1405,1,Central,144,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601 1803,49,M,B,219.0,CLEANER/LAUNDROMAT,,,IC,Invest Cont,341.0,,,,400 S  MAIN                         ST,,"(34.0482, -118.2472)",34.0482,-118.2472,90013
390,100107486,3/9/10,3/9/10,1200,1,Central,119,624,BATTERY - SIMPLE ASSAULT,0416 2000,18,F,H,129.0,"TERMINAL, OTHER THAN MTA",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)",34.0563,-118.2374,90012
391,100107492,3/9/10,3/9/10,1800,1,Central,101,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 1402,48,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,998.0,,,1300 W  SUNSET                       BL,,"(34.072, -118.2508)",34.072,-118.2508,90012
392,100107495,3/10/10,3/9/10,1100,1,Central,121,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 N  FIGUEROA                     ST,,"(34.0584, -118.2513)",34.0584,-118.2513,90071
393,100107513,3/10/10,3/9/10,1750,1,Central,182,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11TH                         ST,OLIVE                        ST,"(34.0409, -118.2609)",34.0409,-118.2609,90015
394,100107532,3/10/10,3/10/10,2140,1,Central,153,624,BATTERY - SIMPLE ASSAULT,416,44,M,H,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH                          ST,BROADWAY,"(34.0481, -118.2507)",34.0481,-118.2507,90014
395,100107541,3/10/10,2/25/10,2100,1,Central,134,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,29,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,300 S  BROADWAY,,"(34.051, -118.248)",34.051,-118.248,90071
396,100107634,3/12/10,2/4/10,1200,1,Central,153,946,OTHER MISCELLANEOUS CRIME,,0,M,O,101.0,STREET,,,IC,Invest Cont,946.0,,,,500 S  HILL                         ST,,"(34.0488, -118.2518)",34.0488,-118.2518,90071
397,100107637,3/12/10,3/12/10,1330,1,Central,176,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0914 2004,0,M,W,102.0,SIDEWALK,,,AA,Adult Arrest,442.0,,,,600 E  9TH                          ST,,"(34.0381, -118.2511)",34.0381,-118.2511,90014
398,100107642,3/12/10,3/11/10,900,1,Central,132,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,78,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,200 S  OLIVE                        ST,,"(34.0538, -118.2488)",34.0538,-118.2488,90071
399,100107652,3/12/10,3/12/10,815,1,Central,158,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,ALAMEDA,7TH,"(34.035, -118.2386)",34.035,-118.2386,90021
400,100107657,3/12/10,3/12/10,1530,1,Central,162,624,BATTERY - SIMPLE ASSAULT,0400 0917,46,M,H,802.0,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH,HILL,"(34.0463, -118.255)",34.0463,-118.255,90014
401,100107662,3/12/10,3/12/10,1730,1,Central,171,755,BOMB SCARE,404,22,F,A,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,755.0,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)",34.045,-118.264,90015
